Source,Heading,Category,URL,Text
Power Transmissiom,35 Mayr Offers Easy-to-Assemble Shaft Couplings ,Couplings,http://www.powertransmission.com/news/5090/Mayr-Offers-Easy-to-Assemble-Shaft-Couplings,"High screw tightening torques can become a real challenge during installation of large shaft couplings – especially where space is restricted. Mayr power transmission has therefore equipped the ROBA-DS disk pack coupling for high torques with an easy-to-assemble, positive-locking conical connection which operates at extremely low tightening torques. The five construction sizes in this series cover a nominal torque range from 22,000 to 110,000 Nm.The handling of large couplings is hard labour, and should therefore be made as easy as possible for the technicians. Furthermore, ease of assembly for large couplings also represents an economic aspect. Many hours and unnecessary costs can be saved thanks to simple and fast assembly. In the case of the ROBA-DS with a conical connection, the flexible disk pack is connected, positive-locking and backlash-free, with attachment components such as hubs, flanges and sleeves. Externally-conical bolts are pulled into the conically-shaped bores of the attachments using tensioning screws, and the collar bushings of the disk packs are tightened. Due to this conical shape, forces are generated which radially, flexibly expand the collar bushings and attachments, and in this way guarantee the backlash-free connection of the disk pack.Screw tightening torques drastically reducedThe new conical connection reduces the screw tightening torques to a fraction compared to conventional, frictionally locking designs, and this significantly simplifies installation and disassembly. Furthermore, the aggregates do not have to be moved for installation and deinstallation.ROBA-DS disk pack couplings are extremely robust, resistant to high and low temperatures, and are torsionally extremely rigid and maintenance-free. They transmit the torque backlash-free and without wear, and compensate for axial, angular and radial shaft misalignments. On double-jointed designs, this component permits extremely flexible variations in length between the two disk packs for adjustment to the shaft clearance. Disk pack couplings are well-suited to applications with high torques.  Mayr "
Power Transmissiom,39 Ringfeder Offers Permanently Magnetic Couplings,Couplings,http://www.powertransmission.com/news/4574/Ringfeder-Offers-Permanently-Magnetic-Couplings,"Permanently magnetic couplings are becoming increasingly popular among manufacturers as sealing elements in their pumps, filter systems and agitators. Especially when critical media such as acids and alkaline solutions are involved it is indispensable that the driving and the driven sides are strictly separated. The non-contact and thus leakage-proof magnetic transfer of power consequently offers a wide range of advantages in comparison to standard shaft seals.Only recently one of its customers from the filtration industry asked the Ringfeder team to develop a magnetic system to optimize the flow concentration. In the past he had used a magnetic system with an expensive adapter flange to connect the different pitch circles of pump and containment shell. Ringfeder Power Transmission came up with a solution which does away with the adapter because thanks to the improved flow concentration the diameter could be reduced by approximately 25 percent. This fact allows for a direct connection, too.In comparison to standard synchronous couplings, the maximum torque could be increased for more than 50 percent with the new magnetic system without changing the frame size. At the same time the amount of magnetic material was reduced by 30 percent which diminishes the mass moment of inertia. Furthermore, customers can choose to have the interior and the exterior rotor made of aluminium or plastic instead of stainless steel to reduce costs. The innovative system has stood the test as a custom-made special solution.  Ringfeder Power Transmission GmbH "
Power Transmissiom,41 SKF Expands Range of Couplings,Couplings,http://www.powertransmission.com/news/4424/SKF-Expands-Range-of-Couplings,"SKF offers an extensive range of standard and customized couplings  engineered for high performance and reliability in power transmission  applications. A wide variety of coupling types combined with a wide  range of sizes and bores equips users with suitable solutions to  mechanically connect two rotating shafts and transmit power from one  shaft to the other. They additionally can compensate for shaft  misalignment that otherwise could adversely affect velocity and  acceleration of the driven shaft. The couplings join a growing portfolio  of SKF power transmission products delivering optimized performance and  long service life for equipment in the food and beverage, mining and  cement, metal forming, and steel industries, among many others. The  standard SKF coupling product line includes jaw, grid, gear, flex, FRC,  rigid, and universal joints for quick and easy mounting directly on the  shaft or using various compatible bushings or weld-on hubs. For  heavy-duty applications, large-size couplings can be supplied to provide  optimum contact with shafts, accommodate high torque values, reduce  power loss, and minimize the effects of misalignment. All SKF couplings  benefit from proven designs and materials to withstand vibration and  shock loads encountered in most motor, turbine, or engine-driven  applications. Customized coupling products, supported by more than 100  years of SKF power transmission industry knowledge, can be developed to  satisfy the most demanding or specialized application requirements.  SKF USA Inc. "
Power Transmissiom,111 Ringfeder Offers Elastomer Couplings ,Couplings,http://www.powertransmission.com/news/4819/Ringfeder-Offers-Elastomer-Couplings,"When it comes to absorbing vibrations and shocks in drives the GERWAH portfolio is fit for transmitting torques of up to 2.400 newton metres. Thanks to their compact design and their electrically insulating qualities they can be used in a wide range of applications. Depending on the frame size, hubs are either made of high-strength aluminium or steel. Customers can now choose among five standard degrees of hardness ranging from shore 80A to shore 64D. This allows them to optimize performance and adapt the couplings to their individual requirements in terms of torsional rigidity and vibration behavior.As many as seven different models are available catering to a wide range of possible applications. There are two compact miniature couplings specifically designed to be used in confined spaces or areas which are difficult to access. The element is connected to the shaft by means of radial set screws (production series GWE 5102) or by means of a clamping hub (production series GWE 5103.1).The GWE 5107 has been equipped with an expanding clamp and a clamping hub which qualifies it to be used in hollow shafts. With regards to easy installation the GWE 5106 series with clamping hub in split hub design is the measure of all things. The equivalent self-aligning couplings from the GWE 5104 series are slotted once up to size 19 and twice from size 24 on. On top of that, Ringfeder offers its customers the GWE 5112 with an outer conical tapered end. The GWE 5103 series strikes a balance between a reduced total length and suitable vibration damping qualities and is available with a single-slotted clamping hub.  Ringfeder Power Transmission GmbH "
Power Transmissiom,113 Voith Turbo Supplies Fluid Couplings for AFC Drives,Couplings,http://www.powertransmission.com/news/4386/Voith-Turbo-Supplies-Fluid-Couplings-for-AFC-Drives,"The Jin Cheng Coal Group, one of the biggest coal groups in China, found a way to avoid unexpected downtimes of the AFCs (Armored Face Conveyor) and to raise the productivity of the Chang Ping Coal Mine. In the past, the underground mine was facing a lot of problems because of their AFC drives equipped with two two-speed motors. The Head of the Jin Cheng Coal Group decided to replace the two-speed motors with Voith Fluid Couplings (type 562 DTPKWL2) in order to prevent chain breaks as well as gearbox and motor break downs in the future. The couplings provide a lot of benefits for AFC drives.“Based on the hydrodynamic principle, the fluid couplings protect the whole drive train from overload situations, which often happen at Chang Ping Coal Mine”, says Mao Weihong, head of the mechanical and electrical department of Chang Ping Coal Mine. The 562 DTPKWL2-1000 couplings are so powerful that they can easily handle blockages of the AFC without downtime or damage of the equipment. Mao is very satisfied with the exchange of the equipment. Furthermore, he compliments the reliability of the couplings and especially their soft start function. “For upcoming mining projects, we will also rely on Voith Fluid Couplings to raise our productivity,"" adds Weihong.Since the installation of the couplings in 2009, the AFC experienced no chain breaks. This also means significantly reduced maintenance efforts. Nowadays, the coal panels produce a yearly output of 3 million tons in the Chang Ping Coal Mine. The situation of the coal mine has improved.   Voith Turbo "
Power Transmissiom,117 Voith Couplings Utilized on Belt Conveyor Drive,Couplings,http://www.powertransmission.com/news/5049/Voith-Couplings-Utilized-on-Belt-Conveyor-Drive,"When high reliability and power are needed, the mining company Xishan Jinxing Energy Co. Ltd relies on the fill-controlled 866 TPKL fluid coupling from Voith. A total of three fluid couplings are used underground in the powerful 4.8 MW drive of the main belt conveyor in the Xiegou No. 12 coal mine in Shanxi Province, China.Three 1600 kW (1,900 HP) drives power the 1,900 metre (6,200 feet) long main inclined belt conveyor. This conveyor transports 3 800 metric tons of coal every hour. Powerful and reliable couplings are required. For the mine operator, the 866 TPKL fluid coupling from Voith is the best solution on the market.Through controlled application of torque, the fluid coupling pretensions the belt slowly and permits smooth conveyor start-up. This controlled soft start protects the belt and driveline components and extends their lifetime. As a result, the Voith fluid coupling reduces unplanned downtime – the operator benefits from lower maintenance costs and continuous production. Regard-less of the load state of the belt, start-up times of up to three minutes are possible. Thanks to stand by cooling of the operating oil, the 866 TPKL fluid coupling also permits multiple conveyor start-ups in succession, even when the belt is loaded.The mine operator is very satisfied with the performance of the 866 TPKL. In contrast to other solutions, the compact fluid coupling is also very capa-ble of withstanding extreme environmental conditions such as dust, dirt, moisture, heat or cold. As in every hydrodynamic coupling, power transmission in the 866 TPKL is virtually wear-free. For the operator, this translates into lower maintenance and repair costs for the coupling. In addition, motors start up independent of the machine load, and through sequenced starting of the motors, the fluid coupling reduces the load on the power supply circuit.An additional benefit of the 866 TPKL is its ability to operate with reduced filling to drive an empty conveyor at a reduced speed. During the creep speed operation, less power is transmitted and the belt runs more slowly. This function is useful for the visual inspection of the belt and splices. In the Xiegou No. 12 coal mine, the fluid couplings were operated in the par-tially filled mode during commissioning to be sure that the belt was tracking properly. With the fluid couplings operating in the partially filled mode, the belt speed could be reduced to 1.2 – 1.7 m/s instead of operating at the rated speed of 4.5 m/s.Until now, the coal mine has been operating at the initially planned produc-tion capacity of 15 million metric tons of coal per year. The operator plans to increase production capacity in the next one to two years. This will re-quire the main belt conveyor to be upgraded with a fourth drive. For this, the operator plans on installing an additional 866 TPKL fluid coupling from Voith.  Voith Turbo GmbH "
Power Transmissiom,121 Altra Couplings Solves Vibration Issues for Large Pumps,Couplings,http://www.powertransmission.com/news/6042/Altra-Couplings-Solves-Vibration-Issues-for-Large-Pumps,"A large raw water pumping station in Malaysia was suffering from severe vibration problems with the drivetrains on a number of large pumps which resulted in regular failures and downtime. When an update to the original parts was unsuccessful in solving the issue, the plant's managers turned to Altra Couplings to offer a solution. Fortunately the power transmission specialist was able to design a bespoke solution using TB Wood’s Form-Flex shafts which substantially reduced vibration.The pumps, which are used to pump raw water, had originally been specified with 4-section shafts forming the vertical drivetrain. However, the drivetrains had always suffered from vibration issues which caused damage to the pumps’ motors and necessitated regular maintenance, causing downtime. When some of the pumps were due for an upgrade they were fitted with 4-section U-Joint shafts in an attempt to reduce the vibration. Unfortunately the vibration on the new shafts was even worse than before, so the plant’s managers decided to look elsewhere for a solution.A spokesman comments: “After the new U-Joint shafts were installed the vibrations were even more extreme than they had been before. No more than four or five of the pumps could be run at a time and some of the pumps with U-Joints could never be run. The reduced pumping capacity began to create local drinking water shortages so it was crucial that we found a way to reduce the vibrations. It was clear that we needed to source our solution elsewhere so we approached Altra Couplings for help.”After a site visit and careful analysis of the pumps and existing drivetrains, Altra Couplings was able to recommend a custom designed, 3-section, Form-Flex Composite driveshaft from TB Wood’s. The upper and lower sections of the shafts used 7” diameter tubing while the centre section used 14” tubing to span past the centre floor bearing location where the vibrations had been most severe. The three driveshaft couplings formed a four story drivetrain which connected the pump to the motor.David Proud, global development director for process pumps and compressors for Altra Couplings, adds: “The Form-Flex composite tubes weigh up to 80% less than steel while still providing the necessary strength to transfer the torque to the pumps. The reduced weight and design, which incorporated a wider diameter at the point where the vibration was at its worst, meant that we were able to significantly reduce the problem.”An initial, single TB Wood’s solution was installed in one of the worst affected pumps; it was quickly accepted by the site’s management, who acknowledged that the bespoke solution contributed significantly to the station’s improved pumping capacity. To date, half of the original installed vertical shaft systems have been replaced with the Altra Couplings solutions.  Altra Couplings "
Power Transmissiom,123 Zero-Max Offers ServoClass Couplings ,Couplings,http://www.powertransmission.com/news/5139/Zero-Max-Offers-ServoClass-Couplings,"ServoClass Couplings are often described as very smooth and quiet during operation. That smooth operating characteristic is a result of several factors, including how consistent the various parts of the coupling are assembled and held together. Maintaining precise and repeatable assemblies is more than having a good torque wrench.  For example, it is possible to have several bolts that are all torqued to the same value and still have inconsistent clamping forces.  This situation would be caused by an inconsistent coefficient of friction in the threaded surfaces.To ensure that each and every ServoClass coupling is assembled correctly and will grip the shaft precisely, Zero-Max uses a special solid film lubricant treatment on the threads of all the socket head cap screws used in the ServoClass line of couplings.  It is this attention to even the smallest details that makes the ServoClass couplings run smooth and perform at the highest level in applications of any speed. Additional design features of this product line include all high quality materials including precise 304 stainless steel disc members. These are aligned and locked precisely into position onto the high strength aluminum alloy hubs with ISO 4762 XL 12.9 corrosion resistant socket head cap screws. The coupling assembly process itself is also controlled with a computerized system for the most precise fit of all components. Zero-Max ServoClass couplings are suitable for precise positioning requirements and high speed reversing loads common of many AC and DC servo motor systems. These applications include automation of all types, packaging, semi-conductor assembly, laboratory automation and medical equipment, to name just a few. They are designed to provide superior shaft engagement and reliable use with system speeds up to 10,000 rpm.  Further, the coupling’s increased clamping strength eliminates the need for keyways while providing a clean, balanced design.Available in 12 sizes with both single and double disc models, ServoClass couplings handle torque ratings ranging from 0.5 to 250 Nm. The ServoClass couplings can also accommodate parallel (radial), axial, and angular misalignments. All ServoClass coupling models are manufactured of RoHS compliant materials.  Zero-Max "
Power Transmissiom,15 Wedge Mounts Designed for Heavy Loads,Design Engineering,http://www.powertransmission.com/news/2723/Wedge-Mounts-Designed-for-Heavy-Loads,"A new series of four precision wedge mounts from Advanced Antivibration Components (AAC) are designed for precision leveling for heavy loads. Two mounts are designed for cleanroom use and two for general industrial applications. Two gentle inclines on the wedge produce a large lifting force with small input of torque. During the level adjustment, the head of the bolt does not move axially. This special design improves the operation and safety of using this product. These mounts are featured at the AAC eStore where you can order online, request a quote, download CAD models, check stock plus request catalogs by mail or via online download. Identified as the V11Z90MHW, the mounts have a load capacity range of 5608 kgf (12364 lbf) to 7138 kgf (15736 lbf). The body is made of cast iron and the leveling adjustment bolt is made of zinc plated steel. Their applications include: large air compressors, rolling machines, transfer machines, gas turbines, nuclear reactors and buildings and structures. AAC stocks a wide range of antivibration and shock isolation products which include: stud & nut type mounts, base plate fastened mounts, wheels, leveling & foot mounts, suspension mounts, spring, steel mesh & cable mounts, bumpers, shock absorbers & channel mounts, bushings & grommets, pads & tapes and couplings. These products are stocked in different materials including: rubber, neoprene, urethane, sorbothane, stainless steel mesh and springs. Many are suitable for use in extreme environmental conditions. Of special interest is a complete selection of Silicone Gel floor mounts, pads, sheets, plus paste-type thermal gel. Detailed specifications are contained in Catalog V110, available free upon request from Advanced Antivibration Components.  "
Power Transmissiom,19 Zero Max Improves Clamp Style Hub Design,Design Engineering,http://www.powertransmission.com/news/4113/Zero-Max-Improves-Clamp-Style-Hub-Design,"Zero-Max ServoClass couplings now feature improved clamp style hub design for handling larger shafts and higher torque. ServoClass couplings are designed for high speed reversing loads and precise positioning requirements in today’s demanding servomotor applications at speeds up to 10,000 rpm. The new clamp style hubs provide superior shaft engagement for these high speed applications. The increased clamping strength eliminates the need for keyways while providing a clean, balanced design.Available in 12 sizes in single and double disc models, ServoClass couplings handle torque ratings ranging from 0.5 to 250 Nm. Manufactured of RoHS compliant materials, ServoClass couplings with improved clamp style hubs are designed with 304 stainless steel disc members. To ensure precise alignment of the assembled components, ISO 4762 CL 12.9 corrosion resistant socket head cap screws are utilized with a carefully controlled assembly process.Zero-Max ServoClass couplings are ideal for precision positioning requirements and high reverse load characteristics of AC and DC servomotor systems using ball screws. These include automation of all types, packaging, semi-conductor assembly, laboratory automation and medical equipment.  Zero-Max "
Power Transmissiom,33 Pittman Offers Customized Motor Designs,Design Engineering,http://www.powertransmission.com/news/4406/Pittman-Offers-Customized-Motor-Designs,"Pittman Motors, a unit of AMETEK Precision Motion Control, offers customized motor designs for high-end motion control applications. Customized motors create exceptional value for OEMs and result in solutions that are able to meet extreme engineering specifications. With Pittman customized motors, design and automation engineers are not limited to an off-the-shelf motor that may not completely meet application requirements, especially in applications where the motor is expected to operate continuously in a harsh environment. Highly customized DC motors, such as the one pictured, can be designed to meet strict customer specifications for use in harsh environments or demanding applications. In the instance of the pictured motor, the customer first gained an understanding of the base-model motors that Pittman offers. The customer then worked closely with Pittman design engineers to customize a motor to meet the customer’s specific needs. The motor’s outside is built using stainless steel for the housing, flanges, and shaft. The motor’s inside is protected from debris and moisture using a combination of seals, including a dynamic labyrinth seal on the front mounting surface and o-rings between the flanges and housing. The customized brushless motor design provides a high level of sealing against particulates and moisture as well as splashes from the corrosive environment. A dynamic labyrinth seal provides protection from dust contamination, while allowing the motor to operate at high shaft speeds. A stainless steel cable gland and silicon cable sleeve are used for enhanced ingress protection. The four-pole brushless motor also was optimized for 24 hour/day operation at speeds ranging from 500 rpm up to 15,000 rpm. It is constructed using high-grade, low-loss lamination steel to increase efficiency at high speeds and skewed rare-earth permanent magnets to minimize cogging at low speeds. The motor is electronically commutated using integrated hall-effect devices.  Pittman Motors "
Power Transmissiom,61 Bauer Motor Design Fulfills Efficiency Standards  ,Design Engineering,http://www.powertransmission.com/news/5023/Bauer-Motor-Design-Fulfills-Efficiency-Standards,"The need to convert customers from super price sensitive buyers to intelligent, specification and purchasing entities remains an on-going challenge for any quality brand manufacturer of power transmission products. Both OEM manufacturers and MRO distribution channels will demand the lowest purchase price possible, often because the results of using a poorer quality product will only happen after the standard warranty period has run-out on a particular machine or replacement; therefore shifting the cost burden to the end user every time. When cheap electric motors burn out, poor quality gears wear and cheap bearings seize, it is most often the buyer that says ‘at least they were cheap’ not the engineer, or the production manager and the maintenance department who are secretly delighted there is something for them to do, justifying their existence. Accountants also can’t argue with something that is broken and needs repairing, the money has to be spent. The good news for quality manufacturers of gears and geared motors is the rising cost of manufacturing. With today's energy costs, and at the speeds and volumes of production, the high cost of downtime means stoppages cannot be tolerated and the need to reduce energy costs and show corporate efficiency targets are being driven by political and environmental reasons. It is hard to make a cheap motor and gearbox that is very efficient, to reach 95% efficiency in a mechanical gearbox and an IE4 super premium efficiency rating for an electric motor takes good design, top quality materials and highly advanced manufacturing techniques.In some applications, where a geared motor is used rarely and is in a non-critical application in an unchallenging environment, then a cheap, inefficient geared motor might suffice. But for every other application, efficiency and reliability are absolutely vital, and this is true for the majority of industrial applications.Bauer Gear Motors PMSM (permanent magnet synchronous motors) already fulfil the requirements of the future IE4 (Super Premium Efficiency) classification. The PMSM series employs a highly efficient design of rotor that integrates embedded permanent magnets made from rare-earth material rather than the squirrel-cage rotor found in more conventional induction motors.This design offers a number of key benefits. It reduces heat losses from the rotor by 100%, total losses by approximately 25%, and increases total efficiency by 10% or more compared to the most efficient conventional motors. For the PMSM user, this improved performance translates into lower total cost of ownership, a reduction in CO2 emissions, and on-going savings that buffer against future increases in energy costs.  Bauer Gear Motor  "
Power Transmissiom,63 Maxon Introduces EC-i Motor Redesign,Design Engineering,http://www.powertransmission.com/news/5058/Maxon-Introduces-EC-i-Motor-Redesign,"In automation and robotics, many applications are characterized by high energy and high torque at the same time. Spatial restrictions also mean that drives must be short, have a long service life and be maintenance-free. The newly redesigned EC-i motors from maxon motors offer solutions that fit these requirements perfectly.These brushless DC motors have several key advantages: low inertia, minimal detent, robust bearings and compact construction. The use of high-powered permanent magnets ensures high power density, providing great speed stability under load.These motors are available in 40 mm diameter and in two lengths, namely 26 mm (50 Watt) and 36 mm (70 Watt). The modular system with gearheads, encoders and controllers from the maxon delivery program offers a large number of possible combinations.EC-i motors are ideally suited for applications that require maximum drive in a minimum space. Typical areas of application are robotics, industrial automation and security technology.  Maxon Motors "
Power Transmissiom,81 AAC's New Heavy Duty Stainless Steel Vibration Mounts Designed for Corrosive Environments,Design Engineering,http://www.powertransmission.com/news/702/AACs-New-Heavy-Duty-Stainless-Steel-Vibration-Mounts-Designed-for-Corrosive-Environments,"A new series of 3 heavy-duty base mounted vibration and shock isolators by Advanced Antivibration Components feature stainless steel mesh as the isolating medium. They are ideally suited for corrosive environments where severe shock forces, high-starting torque or reversal of load are encountered. The units are capable of withstanding compression loads of as high as ten times the static loads. Typical applications include marine fans, mobile engines, generators, instrument consoles, lathes, milling machines, slotters, and punch presses. Identified as the V10Z27 Series, they exhibit a natural frequency of between 14 to 22 Hz. Static load ranges for the three units are: 70 to 400 lbs.(32 to 181 kgf), 300 to 800 lbs. (136 to 363 kgf) and 600 to 1,600 lbs. (273 to 725 kgf). The free standing height of these 3-14"" square (82.55 mm) units is 1-61/64"" (49.68 mm). Under static load this compresses to a height of 1-53/64"" (46.38 mm). They are mounted to the load member via a 5/8-11 tapped hole in the center of the unit. The isolator consists of two circular stainless steel mesh sections which slip around an interior cadmium plated steel housing and is supported by a machined casing outer housing. Operating temperatures range from -94 degrees F to +347 degrees F (-70 degrees C to 175 degrees C). View Catalog Page for More Details and Quote Request  Advanced Antivibration Components Phone:  (516) 328-3662"
Power Transmissiom,1 Boston Gear Expands Stainless Steel Gear Drives ,Gear Drives,http://www.powertransmission.com/news/4912/Boston-Gear-Expands-Stainless-Steel-Gear-Drives,"A new line of Boston Gear stainless steel, right angle helical bevel gear drives is now available with output torque up to 7.700 lb.in. (870 Nm) and input power to 10 HP (7.5 kW). SS2000R models are designed to meet the demands of washdown applications including cheese slicers, dairy and bakery mixers, spiral heating and cooling racks, produce drying bins (tumblers), meat forming and carcass processing equipment, bottling lines, conveyors and palletizers.Units feature a 316 Series stainless steel housing with domed crown and rounded corners for superior washdown runoff in harsh environments where high-pressure caustic solvents and cleaners are utilized. A laser-marked nameplate is imperious to the effects of caustic washdowns. Stainless steel shafts and a high-pressure washdown deflector are also available. Boston Gear Series SS2000R C-face gear drives feature unique mounting registers and keyless tapered bushings for fast and easy installation. Other advantages include automatic entrapment of wear debris, large diameter oil fill/drain holes, synthetic lubrication and O-rings for high leak and ingress resistance. Design flexibility is enhanced with a large assortment of shaft options, a variety of optional hollow bore sizes and input styles.With the premium efficiency of ground helical gearing (98 percent per gear mesh) and increased tooth contact area, SS2000R helical bevel drives are suitable for use in high torque applications with continuous or high duty cycle operations, high-ratio reduction, and limited access installations where long life is a necessity.   Boston Gear  "
Power Transmissiom,3 B&R Adds Planetary Gears to Motor Line,Gears,http://www.powertransmission.com/news/2715/BR-Adds-Planetary-Gears-to-Motor-Line,"B&R Industrial Automation recently announced the addition of precision planetary gears to its line of synchronous and stepper motors. The result is a high performance and economical drive program for all industrial fields that can be optimized to meet customers' needs and is provided from a single supplier. B&R developed a motor-gear building block principle together with German manufacturer Neugart. The planetary gears are delivered fully mounted on B&R's 8LSA, 8LVA, 8JSA and 80MP series motors. Gears in both straight and angled designs and with all conventional drive flange geometries were developed together with Neugart as the technology partner. The standard gears are single-stage for gear ratios I= 3, 4, 5, 8 and 10 and have less than 8 - 15 arcmin backlash. The gears are also offered in two-stage or three-stage designs. At the top of the product line, the premium series provides backlash less than 1 arcmin as an option paired with high output torques.     B&R Industrial Automation  "
Power Transmissiom,11 Precipart to Exhibit Gears at MD&M West ,Gears,http://www.powertransmission.com/news/5072/Precipart-to-Exhibit-Gears-at-MDM-West,"Precipart, a global supplier of custom mechanical components, gears and motion control assemblies, will be exhibiting at MD&M West, February 11-13, 2014 in Anaheim, CA, with a wide range of high-precision machined parts, molded and assembled components used in medical devices. Located in booths 3266 and 3268, Precipart will be featuring several examples of its motion control technology along with a variety of mechanical components designed and manufactured with advanced materials according to precise specifications and exact tolerances. Precipart products are used in many different medical technology applications, including:•Surgical tools and instruments•Powered surgical hand-pieces•Orthopedic implants•Diagnostic equipment•Surgical robotics•Drug delivery systemsAs an ISO 13485 registered company, Precipart provides turnkey solutions, including concept development, design, prototype, qualification and manufacturing for medical technology and other industries. Precipart product and engineering experts will be available at the show to speak with attendees about medical and other applications, as well as the company’s approach to continuous improvement, lean manufacturing and design for manufacturability. Visit www.precipart.com/medical for more information on Precipart’s capabilities for the medical technology field.  Precipart  "
Power Transmissiom,19 Motion Control Certification Available at MCMA TechCon,Motion Control,http://www.powertransmission.com/news/9131/Motion-Control-Certification-Available-at-MCMA-TechCon,"Whether you are new to motion control or simply want to differentiate yourself – this certification benefits everyone working with motion control, motors and automation technologies. Engineers, designers, machine designers, sales engineers and system integrators from all industries can benefit.Core motion control training and certification – developed by industry, for industry. Certification addresses seven fundamental technical concepts, assesses and validates your core technical knowledge, and enhances your technical credibility. Basic certification is valid for 5-years and has no prior industry experience prerequisites. Courses are Monday and Tuesday, November 5 and 6 at MCMA TechCon held in Louisville, Kentucky. This in person training also includes a review exam prep session, plus the certification exam which is scheduled for Tuesday, November 6. Select the TechCon + CMCP registration option when registering for the conference.   MCMA Phone:  (734) 994-6088"
Power Transmissiom,25 AMETEK Motion Control Products Meet Energy Directives,Motion Control,http://www.powertransmission.com/news/4490/AMETEK-Motion-Control-Products-Meet-Energy-Directives,"AMETEK Precision Motion Control (PMC) has taken the lead in achieving the required efficiency grades to meet the European Union’s Energy-related Products (ErP) Directive. The Directive, issued in 2009, establishes requirements for environmentally sound design of energy-consuming products and sets a 20-20-20 target of 20 percent energy reduction and 20 percent share of energy from renewable sources by 2020. The Directive is being implemented in two steps with Step 1 in 2013 and Step 2 in 2015.The ErP regulation defines minimum efficiency grades for fans and blowers with electrical input power of more than 125 watts and less than 500 kilowatts.  Exceptions also are provided for fans and blowers for certain emergency purposes and specialized applications.  It also doesn’t apply to blowers that operate optimally at 8,000 rpms or higher.AMETEK Precision Motion Control has long focused on achieving energy efficiency in the design and development of its products, so the majority of its fans and blowers already met the Directive’s requirements, including its Microjammer 5.1” (130 mm), Nautilair 8.9” (226 mm) and Nautilair 12.3” (312 mm) blower families. Within its Windjammer family of blowers, the 3.0” (76 mm), 3.3” (84 mm), 4.5” (114 mm) Microjammer blower and 5.0” Minijammer blower use less than 125 watts of power so they are not subject to the Directive’s requirements. The Windjammer 5.0” (127 mm) Minijammer 24 VDC and most Nautilair 7.6” (193 mm) blower families exceed 8,000 rpms and are not subject to the requirements.AMETEK Precision Motion Control consists of two businesses focused on dynamic fluid and motion control solutions.  AMETEK PMC brands include Nautilair variable-speed brushless combustion blowers; ROTRON regenerative blowers, transportation blowers, motors, fans and pumps; Windjammer  variable-speed brushless blowers; HaydonKerk liner actuators, rails, guides and splines, drives and motors; Pittman brush and brushless motors, gearboxes, encoders, drives and brakes; and Dunkermotoren brush and brushless motors, gearboxes, controllers, linear systems and venetian blind drives, and brands.   AMETEK PMC "
Power Transmissiom,29 Cablecraft Motion Controls Launches New Website,Motion Control,http://www.powertransmission.com/news/2996/Cablecraft-Motion-Controls-Launches-New-Website,"Cablecraft Motion Controls recently announced a new website providing information on the company's full line of cable and linkage products for a variety of applications. The new website features product literature, contact details and distributor information. Complete product specifications are available for rod ends, custom control assemblies, spherical bearings, ball joints, control cable assemblies, control heads, hand control assemblies, foot control assemblies, manual transmission systems and hardware end fittings. The company provides both mechanical linkage and cable controls to OEM markets including aviation, performance racing, military, lawn and garden, construction equipment, farm equipment, industrial machinery and HVAC equipment, as well as aftermarket parts applications.  Cablecraft Motion Controls "
Power Transmissiom,49 Kollmorgen Offers New Automation and Motion Control Catalog,Motion Control,http://www.powertransmission.com/news/7476/Kollmorgen-Offers-New-Automation-and-Motion-Control-Catalog,"Kollmorgen’s new Automation and Motion Control catalog details the features, benefits and specifications of the company’s complete range of motion control solutions, including: Direct Drive motors, servo motors and drives, Safe Motion, distributed and central servo amplifiers and the complete Kollmorgen Automation Suite. The catalog also includes stepper motors and drives, PMDC motors, linear actuators and planetary gearboxes.More than 100 diverse and scalable product and solution ideas are covered in the catalog, making it much more than a simple guide for selecting individual products used in next-generation machine design. The Kollmorgen catalog helps OEM engineers find the highest performance control and drive combinations for their machines. High-performance motion differentiates machines, enhancing energy efficiency and accuracy and reliability, which delivers a marketplace advantage and improves Overall Equipment Effectiveness (OEE) for OEMs and their customers. The new catalog is now available in two easy-to-use formats, a downloadable PDF and an interactive, easy-to-navigate, digital catalog for online browsing.  Kollmorgen Phone:  (540) 633-3545"
